widx,source_catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500,xmatch_zgated
2191,Lao,J094205.5+433830,145.52125,43.64334,0.24094,False,True,False,True,False,False,False,False,False,24.88,8.36,2.0,,,,,WISEA J094205.09+433836.0,,,,,,s,32.52,,7.1,,,271.0,69.0,166.2,126.0,1.46,-23.26,,,,,,,,,,,,,WHY18 J094205.1+433836,0.2409,s,1009.0,0.0,0.0,0.725,26.43,1.2,11.0,
2192,Lao,J094205.8+164300,145.52186,16.71585,0.35265,False,False,False,True,False,False,False,False,False,25.14,,1.47,,,,,DESI J094205.25+164257.1,,,,,,p,26.78,,8.74,,,169.0,33.0,117.0,28.7,0.6,,,,,,,,,,,,,,WH J094205.5+164256,1.1435,p,3743.0,4.0,34.0,0.52,30.3,1.37,8.0,
2193,Lao,J094209.1+305723,145.53939,30.95462,0.29734,False,False,True,True,False,False,False,False,False,24.88,8.62,0.84,,,,,2MASS J09420945+3057166,c,,,,,s,25.82,,13.65,,,178.0,39.0,131.8,26.0,1.57,-22.99,,,,,,,,,,,,,WHL J094209.5+305717,0.3005,s,1238.0,0.0,0.0,0.61,24.5,1.12,12.0,
2194,Lao,J094214.2+434449,145.55925,43.74715,,False,False,False,True,False,False,False,False,False,,,1.65,,,,,,,,,,,,44.08,,12.55,,,,58.0,155.6,60.3,1.89,,,,,,,,,,,,,,,,,,,,,,,,
2197,Lao,J094214.7+062803,145.55932,6.46456,0.35667,False,False,False,True,False,False,False,False,False,25.52,,0.71,,,,,WISEA J094214.21+062751.9,,,,,,s,77.6,,45.0,,,294.0,57.0,150.0,69.1,1.68,,,,,,,,,,,,,,WHL J094214.6+062814,0.3585,s,1454.0,22.0,114.0,0.762,35.32,1.59,17.0,
2198,Lao,J094248.0+234946,145.70132,23.82881,0.67529,False,True,False,True,False,False,False,False,False,25.54,8.62,0.71,,,,,WISEA J094248.31+234943.7,,,,,,s,19.02,,11.07,,,297.0,41.0,154.9,401.5,2.03,-23.07,,,,,,,,,,,,,WH J094248.3+234944,0.6753,s,2511.0,0.0,0.0,0.438,15.7,0.72,6.0,
2199,Lao,J094255.9+045836,145.73358,4.97734,0.38296,False,False,False,True,False,False,False,False,False,25.24,8.53,0.75,,,,,WISEA J094256.05+045838.4,,,,,,s,34.56,,19.48,,,156.0,29.0,136.0,20.0,1.89,-23.02,,,,,,,,,,,,,WHL J094256.1+045838,0.3829,s,1543.0,1.0,5.0,0.609,23.74,1.08,18.0,
2200,Lao,J094304.7+301731,145.76802,30.29056,0.48912,False,False,False,True,False,False,False,False,False,25.21,,0.75,,,,,WISEA J094304.32+301726.0,,,,,,s,18.58,,10.46,,,218.0,35.0,114.2,19.9,1.91,,,,,,,,,,,,,,WHL J094304.3+301726,0.4905,s,1919.0,0.0,0.0,0.716,38.46,1.73,19.0,
2203,Lao,J094320.1+153554,145.83415,15.5969,0.61158,False,False,True,True,False,False,False,False,False,25.67,,1.06,,,,,DESI J094320.20+153548.8,,,,,,p,27.55,,12.24,,,208.0,30.0,148.6,39.3,1.04,,,,,,,,,,,,,,,,,,,,,,,,
2204,Lao,J094323.8+054625,145.84929,5.77402,0.08499,False,False,True,True,False,False,False,False,False,23.88,8.37,0.53,,,,,WISEA J094323.82+054626.4,,,,,,s,40.38,,27.01,,,97.0,59.0,167.6,,,-22.83,,,,,,,,,,,,,Y21 J094324.4+054331,0.8371,p,2976.0,175.0,1374.0,0.53,25.23,1.15,10.0,
2205,Lao,J094324.0+355428,145.8496,35.90681,0.26031,False,True,False,True,False,False,False,False,False,24.34,8.89,0.89,,,,,WISEA J094323.90+355424.5,,,,,,s,9.98,,5.08,,,104.0,25.0,161.0,117.7,1.53,-22.99,,,,,,,,,,,,,GMBCG J094323.9+355424,0.2603,s,1084.0,0.0,0.0,0.662,28.08,1.27,15.0,
2206,Lao,J094334.2-050738,145.89279,-5.12723,,False,False,False,True,False,False,False,False,False,,,1.17,,,,,,"g,j",,,,,,130.24,,53.27,,,,78.0,102.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,,
2207,Lao,J094411.4+451331,146.04651,45.2273,0.40492,False,False,False,True,False,False,False,False,False,25.14,8.28,0.76,,,,,WISEA J094411.16+451338.2,,,,,,s,24.09,,13.49,,,274.0,49.0,119.7,25.1,1.84,-22.98,,,,,,,,,,,,,GMBCG J094411.2+451338,0.4049,s,1622.0,0.0,0.0,0.734,27.92,1.27,12.0,
2208,Sasmal,J094433.7-023416,146.1407083,-2.571333333,,False,False,True,True,False,False,False,False,False,,,,,,,,,,,1,EE,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,Lao+Mirabest,J094444.4+024810,146.17993,2.79839,0.22041,False,True,False,True,False,False,False,False,False,25.74,,1.09,J094443+024754,480.0,51989.0,367.0,WISEA J094443.18+024754.1,"h,j",,,,,s,355.15,334.0,154.48,,4.0,493.0,134.0,133.6,95.1,1.39,,,,,,,,,,,,,,maxBCG J094443.2+024754,0.2204,s,928.0,0.0,0.0,1.222,128.1,5.55,65.0,Y
2210,Lao,J094450.0+582744,146.20648,58.46291,0.56744,False,False,True,True,False,False,False,False,False,25.0,9.09,0.27,,,,,WISEA J094449.55+582746.4,,,,,,s,9.94,,8.08,,,282.0,42.0,143.8,41.7,1.85,-22.68,,,,,,,,,,,,,Y21 J094449.5+582746,0.5674,s,2174.0,0.0,0.0,0.545,20.52,0.94,13.0,
2213,Lao,J094502.6+111607,146.25994,11.26998,0.43264,False,True,False,True,False,False,False,False,False,25.52,8.78,1.06,,,,,WISEA J094502.38+111611.9,,,,,,s,44.97,,20.01,,,168.0,29.0,106.1,11.3,1.85,-23.02,,,,,,,,,,,,,AMF J094502.3+111612,0.4326,s,1720.0,1.0,6.0,0.639,29.6,1.34,20.0,
2214,Lao,J094509.8+000243,146.29259,0.04531,0.56197,False,False,True,True,False,False,False,False,False,25.91,,1.44,,,,,DESI J094510.22+000243.1,,,,,,p,49.34,,16.49,,,361.0,54.0,132.9,30.5,1.93,,,,,,,,,,,,,,,,,,,,,,,,
2215,Lao,J094528.1+054723,146.36611,5.78909,0.74385,False,False,True,True,False,False,False,False,False,26.25,,1.02,,,,,DESI J094527.87+054720.7,,,,,,p,65.43,,29.96,,,422.0,56.0,145.4,37.0,1.83,,,,,,,,,,,,,,CFSFDP J094527.9+054721,0.7545,p,2744.0,0.0,0.0,0.419,15.3,0.71,7.0,
2216,Lao,J094552.1+443952,146.46723,44.66463,,False,False,True,True,False,False,False,False,False,,,0.45,,,,,,,,,,,,11.3,,7.99,,,,47.0,167.6,217.3,,,,,,,,,,,,,,,,,,,,,,,,,
2217,Lao,J094553.7+255630,146.47242,25.94173,0.95339,False,False,True,True,False,False,False,False,False,26.46,,1.03,,,,,DESI J094553.38+255630.2,,,,,,p,57.81,,26.28,,,423.0,52.0,151.0,45.3,0.84,,,,,,,,,,,,,,WH J094553.6+255749,0.5004,p,1953.0,79.0,498.0,0.439,12.81,0.59,6.0,
2218,Lao,J094555.5+013922,146.48132,1.65632,,False,False,False,True,False,False,False,False,False,,,0.84,,,,,,,,,,,,19.25,,10.18,,,,38.0,137.7,23.3,,,,,,,,,,,,,,,,,,,,,,,,,
2219,Lao,J094604.3+482607,146.51696,48.43623,0.35132,False,True,False,True,False,False,False,False,False,25.09,,0.56,,,,,WISEA J094604.06+482610.4,,,,,,s,31.88,,20.86,,,143.0,28.0,141.1,33.5,1.52,,,,,,,,,,,,,,,,,,,,,,,,
2220,Lao,J094612.8+022217,146.55762,2.37971,0.11813,False,False,False,True,False,False,False,False,False,24.95,8.62,1.04,,,,,WISEA J094613.82+022246.9,,,,,,s,226.66,,102.59,,,168.0,76.0,160.8,831.7,1.1,-22.67,,,,,,,,,,,,,maxBCG J094612.0+022208,0.1198,s,518.0,48.0,108.0,0.882,46.76,2.09,27.0,
2221,Lao,J094614.3+083025,146.56077,8.50663,0.3853,False,False,True,True,False,False,False,False,False,25.03,8.76,0.58,,,,,WISEA J094614.58+083023.8,,,,,,s,22.14,,14.25,,,244.0,45.0,153.1,,1.8,-23.6,,,,,,,,,,,,,WHL J094614.6+083024,0.3853,s,1552.0,0.0,0.0,0.697,29.05,1.32,13.0,
2224,Sasmal,J094644.4+360454,146.6851667,36.08177778,,False,True,False,True,False,False,False,False,False,,,-0.93,,,,,,,,"6, 13, 14",EE,,,74.0,,,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,Lao,J094647.9+181544,146.69727,18.2636,0.94363,False,False,False,True,False,False,False,False,False,26.25,,0.96,,,,,SDSS J094647.34+181548.9,c,,,,,s,38.14,,18.31,,,251.0,31.0,121.2,14.2,0.49,-20.68,,,,,,,,,,,,,CFSFDP J094654.6+181522,0.606,s,2297.0,107.0,742.0,0.48,10.81,0.5,6.0,
2226,Lao,J094650.3+382014,146.70991,38.33682,0.55875,False,False,False,True,False,False,False,False,False,25.49,,0.49,,,,,DESI J094650.38+382012.6,,,,,,p,29.22,,20.08,,,173.0,26.0,169.9,130.1,1.71,,,,,,,,,,,,,,AMF J094643.6+381907,0.4602,p,1816.0,103.0,621.0,0.428,12.27,0.57,7.0,
2227,Lao,J094700.0+631913,146.75069,63.31809,0.70994,False,False,False,True,False,False,False,False,False,26.02,,0.77,,,,,WISEA J094700.16+631905.1,,,,,,s,50.02,,27.88,,,407.0,55.0,145.2,53.3,2.16,,,,,,,,,,,,,,Y21 J094700.2+631905,0.7099,s,2614.0,0.0,0.0,0.712,48.03,2.14,17.0,
2228,Lao,J094702.9+231614,146.76271,23.27065,0.08393,False,False,True,True,False,False,False,False,False,23.84,8.4,1.39,,,,,WISEA J094703.05+231614.3,,,,,,s,35.87,,12.44,,,125.0,77.0,168.8,153.8,,-21.68,,,,,,,,,,,,,WHL J094703.0+231614,0.0839,s,366.0,0.0,0.0,0.601,13.37,0.62,10.0,
2229,Lao,J094705.6+181024,146.77343,18.17337,,False,False,True,True,False,False,False,False,False,,,1.19,,,,,,,,,,,,22.67,,9.18,,,,50.0,165.9,77.7,,,,,,,,,,,,,,,,,,,,,,,,,
2230,Lao+Sasmal,J094707.0+004415,146.78162,0.738,0.26188,False,False,True,True,False,False,False,False,False,25.08,8.41,1.16,,,,,2MASX J09470758+0044167,"f,j",c,1,2MASX,,s,50.93,,21.09,,,230.0,55.0,160.1,52.7,1.7,-23.9,,,,,,,,,,,,,maxBCG J094707.6+004417,0.2621,s,1091.0,0.0,0.0,0.912,59.06,2.62,21.0,Y
2231,Lao+Mirabest+Sasmal,J094716.2+525112,146.81377,52.84959,0.33399,False,False,False,False,True,False,False,False,False,25.29,,0.86,J094715+525059,768.0,52281.0,31.0,WISEA J094715.30+525058.5,"f,h,j",c,,EE,,s,51.69,42.0,26.93,,2.0,247.0,50.0,65.7,15.1,1.68,,,,,,,,,,,,,,WHL J094706.5+524944,0.3343,s,1365.0,109.0,541.0,0.867,56.64,2.51,34.0,Y
2232,Lao,J094743.6+181633,146.93035,18.27544,0.29259,False,False,False,True,False,False,False,False,False,24.94,8.27,1.38,,,,,WISEA J094743.28+181631.5,,,,,,s,27.19,,9.5,,,167.0,37.0,159.8,59.3,,-22.62,,,,,,,,,,,,,maxBCG J094741.8+181611,0.3061,p,1260.0,30.0,140.0,0.625,20.06,0.92,18.0,
2233,Lao,J094759.4+632803,146.99755,63.46754,2.60726,False,False,False,True,False,False,False,False,False,27.51,,0.72,,,,,SDSS J094759.41+632803.1,,,,,,s,79.51,,45.81,,,221.0,27.0,160.4,32.8,0.12,,,,,,,,,,,,,,,,,,,,,,,,
2234,Lao,J094801.8+593607,147.00652,59.60147,0.6654,False,False,True,True,False,False,False,False,False,25.78,,0.74,,,,,DESI J094801.57+593605.3,,,,,,p,33.82,,19.26,,,216.0,30.0,113.0,12.2,1.05,,,,,,,,,,,,,,,,,,,,,,,,
2235,Lao,J094822.6-022203,147.0943,-2.36766,,False,True,False,True,False,False,False,False,False,,,-0.02,,,,,,,,,,,,11.22,,11.35,,,,24.0,166.9,39.8,0.28,,,,,,,,,,,,,,,,,,,,,,,,
2236,Lao,J094829.5+413901,147.12434,41.64975,0.62595,False,False,False,True,False,False,False,False,False,25.91,8.8,0.63,,,,,WISEA J094829.84+413859.1,,,,,,s,55.23,,34.1,,,232.0,33.0,139.6,31.9,1.78,-23.69,,,,,,,,,,,,,AMF J094829.8+413859,0.626,s,2359.0,0.0,0.0,0.797,59.47,2.64,24.0,
2238,Lao,J094842.3-010253,147.17486,-1.04827,1.22626,False,False,True,True,False,False,False,False,False,25.98,,0.64,,,,,DESI J094841.97-010253.8,,,,,,p,13.94,,8.56,,,290.0,34.0,133.2,24.3,0.63,,,,,,,,,,,,,,WH21 J094837.9-010132,1.2022,p,3875.0,102.0,870.0,0.492,23.92,1.09,7.0,
2239,Lao,J094859.0+172256,147.24597,17.38235,,False,False,True,True,False,False,False,False,False,,,1.09,,,,,,,,,,,,92.37,,40.34,,,,50.0,162.9,279.6,1.91,,,,,,,,,,,,,,,,,,,,,,,,
2240,Lao,J094915.7+064729,147.3141,6.79008,0.32822,False,True,False,True,False,False,False,False,False,25.93,,0.93,,,,,WISEA J094915.38+064724.2,,,,,,s,225.66,,111.3,,,210.0,43.0,128.5,24.0,1.69,,,,,,,,,,,,,,WHL J094915.4+064724,0.3282,s,1342.0,0.0,0.0,0.86,53.5,2.38,31.0,
2241,Lao,J094934.2+073707,147.39242,7.61869,1.29955,False,True,False,True,False,False,False,False,False,25.9,,0.39,,,,,DESI J094934.18+073707.3,,,,,,p,12.52,,9.33,,,137.0,16.0,150.5,8.7,,,,,,,,,,,,,,,Y21 J094929.8+073820,0.6169,p,2331.0,98.0,685.0,0.555,19.85,0.91,8.0,
2242,Lao,J094936.4-022430,147.40226,-2.40872,1.17681,False,True,False,True,False,False,False,False,False,27.01,,0.7,,,,,DESI J094936.54-022431.4,,,,,,p,155.66,,91.64,,,255.0,30.0,95.2,8.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,
2243,Lao,J094947.5+494120,147.44466,49.69036,0.29257,False,False,False,True,False,False,False,False,False,25.46,,0.94,,,,,DESI J094946.72+494125.3,,,,,,p,101.13,,49.33,,,308.0,68.0,127.0,58.5,1.48,,,,,,,,,,,,,,WH J094947.9+494154,0.8573,p,3031.0,31.0,245.0,0.436,12.55,0.58,6.0,
2244,Lao,J095002.0+112753,147.50896,11.46594,0.38065,False,False,False,True,False,False,False,False,False,24.78,,0.53,,,,,DESI J095002.15+112757.4,,,,,,p,13.12,,8.79,,,161.0,30.0,134.1,15.7,1.74,,,,,,,,,,,,,,AMF J094957.1+112600,0.432,s,1718.0,139.0,808.0,0.665,23.33,1.06,11.0,
2245,Lao,J095003.8+271755,147.51629,27.2999,0.84163,False,True,False,True,False,False,False,False,False,25.85,,0.78,,,,,DESI J095003.91+271759.7,,,,,,p,22.34,,12.35,,,267.0,34.0,126.9,7.1,1.84,,,,,,,,,,,,,,Y21 J095004.1+271816,0.8802,p,3093.0,17.0,136.0,0.545,22.97,1.05,6.0,
2246,Lao,J095004.3+315511,147.51832,31.92052,0.55641,False,True,False,True,False,False,False,False,False,25.06,8.55,0.81,,,,,WISEA J095004.39+315513.8,,,,,,s,9.51,,5.14,,,113.0,17.0,163.0,10.4,1.85,-23.28,,,,,,,,,,,,,AMF J095004.8+315327,0.5518,s,2123.0,107.0,710.0,0.915,78.9,3.47,59.0,
2247,Lao,J095005.2+291730,147.51917,29.29075,0.25065,False,True,False,False,True,False,False,False,False,24.97,8.86,0.77,,,,,WISEA J095004.60+291726.7,a,,,,,s,48.07,,26.77,,,133.0,33.0,75.8,9.8,1.46,-22.75,,,,,,,,,,,,,Y21 J095003.6+291736,0.3844,p,1549.0,16.0,87.0,0.503,13.38,0.62,9.0,
2248,Lao,J095007.7+434400,147.53157,43.7342,0.41858,False,True,False,True,False,False,False,False,False,25.7,,0.86,,,,,DESI J095007.58+434403.1,"g,j",,,,,p,78.78,,40.84,,,285.0,50.0,131.0,20.1,1.48,,,,,,,,,,,,,,,,,,,,,,,,
2249,Sasmal,J095018.4-043740,147.57675,-4.627944444,,False,True,False,True,False,False,False,False,False,,,,,,,,,,,1,EE,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,Lao,J095041.4+513012,147.67433,51.50259,0.41695,False,False,True,True,False,False,False,False,False,24.88,8.48,0.71,,,,,DESI J095041.84+513009.3,,,,,,p,12.62,,7.37,,,153.0,27.0,115.3,25.5,1.85,-23.15,,,,,,,,,,,,,GMBCG J095041.8+513009,0.4098,s,1640.0,0.0,0.0,0.611,23.08,1.05,6.0,
2251,Lao,J095049.8-073203,147.70682,-7.5352,0.45026,False,True,False,True,False,False,False,False,False,24.94,,0.45,,,,,DESI J095049.64-073206.7,,,,,,p,13.37,,9.49,,,119.0,20.0,99.2,12.6,,,,,,,,,,,,,,,Y21 J095049.6-073207,0.4366,p,1734.0,0.0,0.0,0.661,32.37,1.46,22.0,
2252,Lao+Mirabest,J095102.3+102219,147.76083,10.37041,0.22806,False,True,False,True,False,False,False,False,False,25.0,,0.88,J095103+102213,1306.0,52996.0,424.0,WISEA J095102.59+102213.4,,,,,,s,61.54,51.0,31.48,,2.0,215.0,57.0,141.2,51.3,1.45,,,,,,,,,,,,,,maxBCG J095102.6+102214,0.2281,s,958.0,0.0,0.0,0.961,65.28,2.89,28.0,Y
2253,Lao,J095110.4+250728,147.79225,25.12395,0.26788,False,True,False,True,False,False,False,False,False,24.61,8.57,0.87,,,,,WISEA J095110.13+250726.2,,,,,,s,17.58,,9.04,,,123.0,29.0,142.8,35.5,1.53,-23.48,,,,,,,,,,,,,Y21 J095110.1+250726,0.2679,s,1114.0,0.0,0.0,0.693,30.74,1.39,9.0,
2256,Lao,J095119.7+545312,147.83113,54.8862,0.54709,False,True,False,True,False,False,False,False,False,25.1,,0.79,,,,,WISEA J095119.47+545310.3,,,,,,s,10.82,,5.94,,,132.0,20.0,125.1,16.6,1.93,,,,,,,,,,,,,,,,,,,,,,,,
2257,Lao,J095124.7-041311,147.853,-4.21983,,False,True,False,True,False,False,False,False,False,,,0.77,,,,,,,,,,,,40.43,,22.54,,,,36.0,159.9,40.5,,,,,,,,,,,,,,,,,,,,,,,,,
2258,Lao,J095144.0+081629,147.93224,8.27466,0.13935,False,False,False,True,False,False,False,False,False,24.55,,1.28,,,,,WISEA J095143.73+081628.7,,,,,,s,60.73,,22.84,,,68.0,27.0,128.2,16.6,1.13,,,,,,,,,,,,,,GMBCG J147.93223+08.27464,0.148,p,635.0,0.0,0.0,,,,,
2259,Lao,J095154.6+300118,147.97662,30.02301,0.33613,False,True,False,False,True,False,False,False,False,24.85,8.64,0.66,,,,,WISEA J095154.38+300122.8,,,,,,s,19.65,,11.92,,,99.0,20.0,76.4,7.4,1.64,-23.01,,,,,,,,,,,,,WHL J095154.4+300123,0.3369,s,1375.0,0.0,0.0,0.763,37.18,1.67,27.0,
2260,Lao,J095204.7+103218,148.02002,10.53685,1.38687,False,False,True,True,False,False,False,False,False,27.23,,0.91,,,,,DESI J095204.80+103212.7,,,,,,p,149.16,,74.46,,,415.0,48.0,136.4,96.1,,,,,,,,,,,,,,,WH J095203.7+103405,0.9182,p,3193.0,114.0,920.0,0.543,12.18,0.57,10.0,
2261,Lao,J095210.6+451343,148.03594,45.22363,0.33068,False,False,True,False,True,False,False,False,False,25.06,,1.22,,,,,WISEA J095208.62+451325.0,,,,,,s,27.89,,11.0,,,270.0,55.0,46.5,20.6,1.65,,,,,,,,,,,,,,GMBCG J095208.6+451325,0.3307,s,1352.0,0.0,0.0,0.62,19.95,0.91,15.0,
2262,Lao,J095226.4+313609,148.1087,31.60259,0.29281,False,True,False,True,False,False,False,False,False,24.92,8.36,0.85,,,,,WISEA J095226.08+313609.3,,,,,,s,29.64,,15.47,,,140.0,31.0,152.3,37.5,1.57,-22.93,,,,,,,,,,,,,,,,,,,,,,,
2263,Lao,J095233.2+114621,148.13856,11.77237,0.50583,False,False,True,True,False,False,False,False,False,26.08,,0.74,,,,,DESI J095233.26+114620.5,,,,,,p,125.73,,71.65,,,329.0,52.0,163.4,93.7,0.74,,,,,,,,,,,,,,,,,,,,,,,,
2264,Lao,J095239.1+532127,148.16046,53.35529,2.05845,False,False,True,True,False,False,False,False,False,27.32,,0.9,,,,,WISEA J095238.51+532119.0,,,,,,s,71.75,,36.15,,,384.0,45.0,158.8,147.5,-0.05,,,,,,,,,,,,,,,,,,,,,,,,
2265,Lao,J095239.3-060940,148.16381,-6.16349,0.42304,False,True,False,True,False,False,False,False,False,25.24,,1.28,,,,,DESI J095239.31-060948.6,,,,,,p,22.83,,8.62,,,218.0,38.0,150.3,32.9,,,,,,,,,,,,,,,CFSFDP J095239.3-060949,0.4279,p,1704.0,0.0,0.0,0.592,19.93,0.91,10.0,
2266,Lao,J095246.0+530416,148.19194,53.07183,1.67419,False,False,False,True,False,False,False,False,False,26.62,,0.72,,,,,SDSS J095246.06+530418.5,,,,,,s,27.91,,16.1,,,217.0,25.0,130.8,9.7,-0.03,,,,,,,,,,,,,,WHL J095228.2+530522,0.5773,s,2205.0,173.0,1173.0,0.673,38.36,1.72,21.0,
2267,Lao,J095253.1-045003,148.21844,-4.83385,0.17387,False,True,False,True,False,False,False,False,False,24.84,,1.25,,,,,DESI J095252.43-045001.8,j,,,,,p,73.85,,28.49,,,104.0,34.0,135.2,26.4,,,,,,,,,,,,,,,Y21 J095254.4-045134,0.1689,p,720.0,97.0,290.0,0.794,37.48,1.68,26.0,
2268,Lao,J095256.7+102435,148.23737,10.41016,0.37364,False,False,False,True,False,False,False,False,False,25.4,8.81,1.11,,,,,WISEA J095256.96+102436.5,,,,,,s,47.66,,20.52,,,340.0,64.0,151.8,63.3,1.84,-23.16,,,,,,,,,,,,,GMBCG J095255.3+102720,0.4531,p,1791.0,165.0,986.0,0.597,24.21,1.1,12.0,
2269,Lao,J095308.6+603732,148.28619,60.62652,0.52171,False,False,False,True,False,False,False,False,False,25.64,7.21,0.71,,,,,WISEA J095308.68+603735.4,,,,,,s,43.67,,25.51,,,328.0,51.0,149.9,38.2,1.48,-22.78,,,,,,,,,,,,,WH J095255.5+603643,0.4669,s,1839.0,110.0,669.0,0.515,10.44,0.49,8.0,
2270,Lao+Sasmal,J095328.5+292438,148.36593,29.40518,1.56007,False,True,False,True,False,False,False,False,False,27.51,,1.2,,,,,WISEA J095327.82+292418.6,"f,j","a,c",,EE,,s,162.66,,65.15,,,687.0,79.0,102.5,34.5,1.74,,,,,,,,,,,,,,WHL J095329.6+292235,0.6302,s,2372.0,107.0,755.0,0.71,44.15,1.97,23.0,N
2271,Lao,J095338.7+074836,148.41056,7.80987,0.10368,False,False,True,False,True,False,False,False,False,23.66,,0.65,,,,,DESI J095338.54+074835.5,,,,,,p,15.94,,9.69,,,82.0,42.0,51.8,47.7,0.99,,,,,,,,,,,,,,WH J095344.6+074648,0.83,p,2957.0,140.0,1097.0,0.481,13.3,0.62,6.0,
2272,Lao,J095353.2+203545,148.47157,20.59534,0.37307,False,False,False,True,False,False,False,False,False,25.22,8.92,0.75,,,,,WISEA J095353.17+203543.2,,,,,,s,35.34,,19.89,,,175.0,33.0,166.6,28.3,1.84,-22.98,,,,,,,,,,,,,WHL J095355.3+203547,0.3731,s,1508.0,30.0,160.0,0.815,48.22,2.15,26.0,
2273,Lao,J095403.6+463611,148.51501,46.60317,,False,False,True,True,False,False,False,False,False,,,0.4,,,,,,,,,,,,13.55,,10.0,,,,26.0,145.9,17.9,,,,,,,,,,,,,,,,,,,,,,,,,
2274,Lao+Sasmal,J095426.2+430421,148.60779,43.07114,0.48112,False,False,False,True,False,False,False,False,False,25.78,,1.33,,,,,WISEA J095425.87+430416.1,f,,,SDSS,,s,55.97,,20.25,213.0,,259.0,42.0,100.3,15.4,1.98,,,,,,,,,,,,,,,,,,,,,,,,
2275,Lao,J095434.6+551038,148.64182,55.17744,0.2103,False,True,False,True,False,False,False,False,False,24.72,,0.81,,,,,2MASS J09543403+5510387,,,,,,s,39.43,,21.33,,,88.0,25.0,93.9,12.0,1.34,,,,,,,,,,,,,,maxBCG J095433.7+551032,0.2155,s,908.0,7.0,25.0,0.819,43.76,1.96,24.0,
2276,Lao+Sasmal,J095455.9+624134,148.73123,62.69187,0.22856,False,True,False,True,False,False,False,False,False,25.17,,0.74,,,,,WISEA J095455.49+624130.7,f,,"1, 2, 6, 13",2MASX,,s,93.78,,53.35,468.0,,102.0,27.0,104.2,11.0,1.47,,,,,,,,,,,,,,maxBCG J095455.5+624130,0.2286,s,960.0,1.0,4.0,0.805,41.38,1.85,16.0,Y
2277,Lao,J095456.4+571958,148.73142,57.33129,0.98105,False,False,True,True,False,False,False,False,False,26.97,,0.82,,,,,WISEA J095455.54+571952.6,,,,,,s,198.15,,105.82,,,385.0,47.0,139.6,45.3,0.23,,,,,,,,,,,,,,,,,,,,,,,,
2278,Lao,J095508.2+111916,148.78267,11.32059,0.38862,False,False,True,True,False,False,False,False,False,25.27,8.74,1.14,,,,,DESI J095507.84+111914.1,,,,,,p,31.66,,13.31,,,283.0,52.0,149.6,36.6,1.88,-23.31,,,,,,,,,,,,,Y21 J095507.8+111914,0.3948,s,1586.0,0.0,0.0,0.649,22.66,1.03,10.0,
2279,Lao+Sasmal,J095513.3-024720,148.80626,-2.78769,0.308,False,False,False,True,False,False,False,False,False,25.25,,0.69,,,,,DESI J095513.50-024715.7,f,,,SDSS,,p,58.4,,34.42,,,183.0,39.0,133.9,39.2,1.64,,,,,,,,,,,,,,CAMIRA J095513.5-024716,0.3174,p,1302.0,0.0,0.0,0.663,24.14,1.1,14.0,
2280,Lao+Mirabest,J095528.0+034517,148.865678,3.75467,0.091,False,True,False,False,False,False,False,False,False,23.98,8.04,1.52,J095528+034517,571.0,52286.0,76.0,WISEA J095527.77+034516.9,,,,,1.33,s,53.59,47.0,16.87,,2.0,59.98,66.0,141.6,48.8,0.96,-21.97,11.77,6.694632527,1.81,3.1,9.32037,0.111,2.018,0.477,2.997,1.789,5.73,0.0,WHL J095531.8+034216,0.0918,p,383.0,190.92,200.0,0.68,16.67,0.77,9.0,Y
2281,Lao,J095537.0+084140,148.90438,8.69613,0.52767,False,False,True,True,False,False,False,False,False,25.62,,0.48,,,,,DESI J095537.05+084146.1,,,,,,p,44.16,,30.56,,,214.0,33.0,92.9,12.9,1.98,,,,,,,,,,,,,,WH J095537.0+084146,0.5294,p,2049.0,0.0,0.0,0.429,10.56,0.49,7.0,
2282,Lao,J095537.4+423649,148.90594,42.61365,,False,True,False,True,False,False,False,False,False,,,0.44,,,,,,,,,,,,17.12,,12.25,,,,21.0,134.9,8.1,,,,,,,,,,,,,,,,,,,,,,,,,
2283,Lao+Sasmal,J095551.5+110235,148.96506,11.0426,0.28087,False,False,True,True,False,False,False,False,False,24.91,,0.81,,,,,WISEA J095551.61+110233.3,f,,,SDSS,,s,32.06,,17.32,127.0,,140.0,32.0,158.3,51.0,1.5,,,,,,,,,,,,,,maxBCG J095551.6+110233,0.2809,s,1164.0,0.0,0.0,0.709,32.28,1.46,15.0,Y
