RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,"L_rad,t",Size_rad,Mstar,R_50,g-r,D_4000,C,mu_50,M_{BH},eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Plate,Julian,Fibre,SNVSS,SFIRST,RCl,Offset,FIRST_ID,NVSS_ID
11.353308,11.76381,0.2193,False,False,True,False,False,False,False,False,False,24.73,50.73,,,,,,,,,,,,,,,1605,53062,149,40.3,,2,,,J004524+114549
11.530893,11.2623,0.1685,False,True,False,False,False,False,False,False,False,24.65,33.97,,,,,,,,,,,,,,,1606,53055,54,59.0,41.7,2,2.8,J004607.4+111544,J004607+111544
11.674372,12.05231,0.0812,False,False,True,False,False,False,True,False,False,25.41,78.21,11.47,7.1732416471428735,1.04,1.94,3.28,8.96039,8.6,-0.329,-0.986,0.301,0.791,0.442,6.68,0.0,1607,53083,105,1625.0,30.3,4,0.36,J004641.8+120308,J004641+120308
11.545008,12.21997,0.1735,False,True,False,False,False,False,False,False,False,24.58,33.04,,,,,,,,,,,,,,,1607,53083,313,48.0,,2,,,J004610+121311
11.715082,11.0258,0.1537,False,True,False,False,False,True,False,False,False,25.0,65.46,,,,,,,,,,,,,,,1608,53138,209,164.5,37.3,4,1.57,J004651.6+110132,J004651+110132
11.902895,12.41937,0.08108,True,False,False,False,False,False,False,False,False,,,11.19,4.584858472935574,1.03,1.7,2.85,9.06917,8.43,0.074,-1.289,0.477,1.005,-0.131,6.89,0.0,1609,53142,591,52.0,58.2,1,0.29,J004736.6+122509,J004736+122509
12.055738,13.32539,0.05837,True,False,False,False,False,False,False,False,False,,,10.77,2.519384965354249,0.99,1.85,2.95,9.16923,7.97,-0.529,-1.401,0.0,0.351,0.39,6.74,0.0,1611,53147,451,103.4,110.3,1,0.12,J004813.3+131931,J004813+131931
12.169998,11.35077,0.1963,False,True,False,False,False,False,False,False,False,25.14,38.31,,,,,,,,,,,,,,,1612,53149,181,131.0,,2,,,J004840+112102
12.218523,13.72161,0.1744,False,False,False,False,False,False,True,False,False,25.19,29.74,,,,,,,,,,,,,,,1612,53149,586,193.8,,2,,,J004852+134317
12.3156,12.44528,0.09317,True,False,False,False,False,False,False,False,False,,,11.4,7.254918403392033,1.01,1.75,3.08,8.88055,8.54,-0.308,0.769,0.0,1.849,1.46,6.34,0.0,1613,53115,167,47.2,39.1,1,0.34,J004915.7+122643,J004915+122643
12.49787,11.67745,0.0828,False,True,False,True,False,False,False,False,False,25.39,69.12,11.87,8.985631973614913,1.09,2.08,3.11,9.16472,8.88,1.408,1.286,1.176,3.828,0.093,6.2,0.0,1615,53166,170,1480.0,,4,,,J004959+114038
11.319761,8.26107,0.0756,False,True,False,False,False,False,False,False,False,24.04,57.94,11.33,6.63646417167226,1.03,2.05,3.16,8.88795,8.57,-0.501,-0.342,0.477,1.005,0.99,6.1,0.0,1617,53112,450,80.0,13.9,4,0.89,J004516.7+081539,J004516+081539
11.498482,6.88675,0.1162,False,True,False,False,False,False,True,False,False,24.19,120.67,,,,,,,,,,,,,,,1618,53116,159,46.0,,4,,,J004559+065312
11.5267,7.88211,0.1806,False,False,True,False,False,False,False,False,False,24.74,40.31,,,,,,,,,,,,,,,1618,53116,616,63.8,14.1,2,1.21,J004606.4+075255,J004606+075255
11.590258,6.91149,0.1585,False,False,True,False,False,False,False,False,False,25.21,25.61,,,,,,,,,,,,,,,1619,53084,233,245.9,,2,,,J004621+065441
11.69055,8.03792,0.2282,False,True,False,False,False,False,False,False,False,25.26,84.83,,,,,,,,,,,,,,,1620,53137,384,126.0,11.6,4,0.76,J004645.7+080216,J004645+080216
11.774638,6.88485,0.233,False,False,True,False,False,False,False,False,False,24.87,11.08,,,,,,,,,,,,,,,1621,53383,146,48.3,,2,,,J004705+065305
11.727734,7.49989,0.0964,False,True,False,False,False,False,True,False,False,24.51,112.7,11.25,5.677390360495966,1.01,1.97,3.33,8.94352,8.36,1.528,-0.296,1.23,3.01,-0.961,6.17,0.0,1621,53383,398,143.0,,4,,,J004654+072959
11.853872,6.68333,0.08067,True,False,False,False,False,False,False,False,False,,,11.39,9.143106595498804,1.05,2.01,2.74,8.66963,8.48,0.553,0.897,0.0,2.765,0.695,5.87,0.0,1622,53385,299,100.5,99.8,1,0.42,J004724.9+064059,J004724+064059
11.897809,8.13632,0.2906,False,False,True,False,False,False,False,False,False,25.09,73.58,,,,,,,,,,,,,,,1622,53385,484,50.0,,4,,,J004735+080810
12.021721,6.31648,0.135,False,True,False,False,False,False,True,False,False,24.35,52.11,,,,,,,,,,,,,,,1623,53089,250,48.1,,2,,,J004805+061859
12.195324,8.01896,0.2481,False,True,False,False,False,False,False,False,False,25.17,33.63,,,,,,,,,,,,,,,1624,53386,390,85.0,,2,,,J004846+080108
12.293453,7.84835,0.4318,False,False,False,False,False,False,True,False,False,25.44,15.66,,,,,,,,,,,,,,,1624,53386,625,45.0,,2,,,J004910+075054
12.352188,7.89181,0.1327,False,False,True,False,False,False,True,False,False,24.44,115.27,,,,,,,,,,,,,,,1626,53472,397,62.0,3.2,4,0.27,J004924.5+075330,J004924+075330
12.590159,6.6244,0.08289,True,False,False,False,False,False,False,False,False,,,11.4,7.436409919378615,0.98,1.99,3.32,8.85909,8.63,0.609,-0.919,0.699,1.744,-0.433,6.31,0.0,1627,53473,3,163.2,153.8,1,0.2,J005021.6+063727,J005021+063727
14.384269,35.37938,0.1886,False,False,True,False,False,False,True,False,False,25.09,87.72,,,,,,,,,,,,,,,1644,53144,170,128.0,8.8,4,0.14,J005732.2+352245,J005732+352245
14.647057,34.26502,0.3407,False,False,True,False,False,False,False,False,False,26.1,10.29,,,,,,,,,,,,,,,1645,53172,18,354.8,,2,,,J005835+341554
14.679146,35.23405,0.158,False,False,True,False,False,False,False,False,False,24.59,11.47,,,,,,,,,,,,,,,1645,53172,628,59.1,,2,,,J005842+351402
14.830251,33.85745,0.088,False,False,True,False,False,False,True,False,False,24.34,61.0,11.03,4.752526290309608,1.0,1.83,3.55,8.87797,8.32,0.831,-1.412,0.602,1.67,-0.941,6.08,0.0,1646,53498,79,116.0,,4,,,J005919+335126
14.932857,32.62572,0.0842,False,False,True,False,False,False,False,False,False,24.22,24.53,,,,,,,,,,,,,,,1647,53531,96,96.2,,2,,,J005943+323732
14.884129,33.14512,0.2481,False,False,True,False,False,False,False,True,False,25.89,303.03,,,,,,,,,,,,,,,1647,53531,162,445.0,1.8,4,0.07,J005932.1+330842,J005932+330842
14.792014,33.10174,0.0875,False,False,False,False,False,False,True,False,False,24.13,8.32,,,,,,,,,,,,,,,1647,53531,311,73.0,,2,,,J005910+330606
15.074277,33.26301,0.3672,False,False,True,False,False,False,True,False,False,25.24,107.46,,,,,,,,,,,,,,,1648,53171,524,41.0,10.7,4,0.64,J010017.8+331546,J010017+331546
15.295824,31.0044,0.1359,False,True,False,False,False,False,False,False,False,24.36,48.58,,,,,,,,,,,,,,,1649,53149,120,49.0,8.6,2,0.62,J010110.9+310015,J010110+310015
15.201548,30.83986,0.0896,False,False,True,False,False,False,True,False,False,24.32,232.17,11.77,9.08142408294285,1.14,1.9,2.79,9.05551,8.5,-0.321,-0.992,0.477,0.795,0.431,6.22,0.0,1649,53149,228,106.0,5.4,4,0.18,J010048.3+305023,J010048+305023
15.143686,31.43862,0.4883,False,False,True,False,False,False,True,False,False,25.62,70.12,,,,,,,,,,,,,,,1649,53149,345,51.6,,4,,,J010034+312619
15.418258,29.67012,0.1114,False,False,True,False,False,False,True,False,False,24.41,118.12,,,,,,,,,,,,,,,1650,53174,96,83.0,4.7,4,0.31,J010140.3+294012,J010140+294012
15.376122,31.15296,0.2379,False,True,False,False,False,False,False,False,False,24.88,25.94,,,,,,,,,,,,,,,1650,53174,453,48.0,,2,,,J010130+310910
15.502854,29.00839,0.0842,False,False,True,False,False,False,True,False,False,24.64,192.47,,,,,,,,,,,,,,,1652,53555,187,253.5,4.0,4,0.35,J010200.6+290030,J010200+290030
15.533953,30.2747,0.06533,True,False,False,False,False,False,False,False,False,,,11.07,3.0596985424341194,0.84,1.41,3.48,9.30046,7.95,0.311,-0.847,0.301,1.497,-0.1,6.01,0.0,1652,53555,447,52.5,61.2,1,0.14,J010208.1+301628,J010208+301628
15.579421,29.33697,0.1997,False,True,False,False,False,False,False,False,False,24.95,98.11,,,,,,,,,,,,,,,1652,53555,550,82.0,6.3,2,3.5,J010219.0+292013,J010219+292013
15.737083,28.64542,0.3551,False,True,False,False,False,False,True,False,False,25.39,24.64,,,,,,,,,,,,,,,1653,53534,617,63.0,,2,,,J010256+283843
15.855257,27.35829,0.2475,False,True,False,False,False,False,False,False,False,24.97,54.29,,,,,,,,,,,,,,,1654,53498,432,54.0,4.8,2,1.25,J010325.2+272129,J010325+272129
15.88665,27.55573,0.1474,False,True,False,False,False,False,False,False,False,24.81,35.2,,,,,,,,,,,,,,,1654,53498,616,115.0,10.3,2,0.34,J010332.7+273320,J010332+273320
15.99767,25.94064,0.04466,True,False,False,False,False,False,False,False,False,,,11.1,3.653823626065911,1.08,1.89,3.18,9.17633,8.53,-0.822,-1.78,0.0,-0.159,0.452,5.72,0.0,1655,53523,119,144.7,29.2,1,0.4,J010359.4+255626,J010359+255626
15.981295,26.4386,0.0873,False,False,True,False,False,False,True,False,False,23.98,154.79,11.7,9.183432591404934,1.05,1.98,2.98,8.97581,8.73,0.653,-1.054,0.477,1.708,-0.556,6.11,0.0,1655,53523,469,52.0,3.2,4,0.18,J010355.5+262618,J010355+262618
13.727181,49.77399,0.2709,False,False,False,False,False,False,False,False,False,25.29,31.14,,,,,,,,,,,,,,,1669,53433,134,91.3,,2,,,J005454+494626
14.212179,49.86848,0.0774,False,True,False,False,False,False,False,False,False,24.16,38.67,11.52,5.930694774175922,1.03,2.04,3.23,9.17561,8.85,1.096,-2.187,0.699,1.47,-1.658,6.14,0.0,1671,53446,603,101.4,42.7,2,1.74,J005650.9+495206,J005650+495206
14.224834,48.74031,0.1835,False,True,False,True,False,False,False,False,False,24.75,35.34,,,,,,,,,,,,,,,1672,53460,394,63.0,,2,,,J005653+484425
14.783459,46.04544,0.1278,False,True,False,False,False,False,False,False,False,24.85,109.9,,,,,,,,,,,,,,,1675,53466,161,172.0,,4,,,J005908+460243
14.889406,46.91169,0.1311,False,False,True,False,False,False,False,False,False,24.77,10.05,,,,,,,,,,,,,,,1675,53466,619,135.3,,2,,,J005933+465442
15.157712,44.75211,0.4886,False,False,True,False,False,False,False,False,False,26.34,23.06,,,,,,,,,,,,,,,1677,53148,407,272.0,,2,,,J010037+444507
15.248356,42.01315,0.1349,False,False,True,False,False,False,True,False,False,24.92,68.81,,,,,,,,,,,,,,,1678,53433,310,177.0,5.5,4,0.5,J010059.6+420047,J010059+420047
15.533595,40.8951,0.2721,False,True,False,False,False,False,False,False,False,25.34,51.38,,,,,,,,,,,,,,,1679,53149,187,102.0,16.9,2,0.26,J010208.0+405342,J010208+405342
15.91028,37.73501,0.3956,False,False,True,False,False,False,True,False,False,25.65,19.16,,,,,,,,,,,,,,,1681,53172,200,90.3,17.8,2,0.47,J010338.4+374406,J010338+374406
16.156446,35.37791,0.0691,False,True,False,False,False,False,False,False,False,24.8,84.59,11.34,6.088747171094202,1.07,2.07,3.26,8.97276,8.5,-0.214,0.336,0.477,1.686,1.112,5.96,0.0,1682,53173,12,552.8,,4,,,J010437+352240
15.961777,35.50827,0.1589,False,True,False,False,False,False,True,False,False,25.33,25.21,,,,,,,,,,,,,,,1682,53173,304,327.0,,2,,,J010350+353029
16.388557,33.50518,0.3609,False,False,True,False,False,False,False,False,False,25.32,15.59,,,,,,,,,,,,,,,1684,53239,596,51.5,,2,,,J010533+333018
16.490204,31.63897,0.1971,False,False,False,False,False,False,True,False,False,24.76,81.46,,,,,,,,,,,,,,,1685,53463,404,55.0,3.6,4,0.32,J010557.6+313820,J010557+313820
17.052018,24.62987,0.5177,False,False,True,False,False,False,False,False,False,26.52,22.93,,,,,,,,,,,,,,,1687,53260,500,358.7,,2,,,J010812+243747
17.091482,22.26877,0.0496,False,True,False,False,False,False,False,False,False,24.39,83.95,,,,,,,,,,,,,,,1688,53462,203,424.0,62.4,4,0.24,J010821.9+221607,J010821+221607
16.823339,26.58405,0.0545,False,True,False,False,False,False,True,False,False,24.01,68.49,11.39,5.883007033982317,1.14,1.92,2.76,9.05262,8.32,0.671,0.494,0.477,2.641,0.343,5.94,0.0,1690,53475,90,146.0,8.6,2,0.61,J010717.6+263502,J010717+263502
16.757688,27.33496,0.1018,False,True,False,False,False,False,True,False,False,24.46,92.43,,,,,,,,,,,,,,,1690,53475,164,114.0,,4,,,J010701+272005
16.845806,26.33219,0.1185,False,False,False,False,False,False,True,False,False,24.17,73.9,,,,,,,,,,,,,,,1691,53260,217,42.0,,3,,,J010722+261955
16.815934,26.07809,0.1373,False,False,True,False,False,False,False,False,False,24.82,20.84,,,,,,,,,,,,,,,1692,53473,314,137.7,,2,,,J010715+260441
16.963408,27.42257,0.1658,False,True,False,False,False,False,False,False,False,24.83,105.56,,,,,,,,,,,,,,,1692,53473,570,93.8,7.8,4,0.77,J010751.2+272521,J010751+272521
12.956078,12.47239,0.2076,False,False,True,False,False,False,False,False,False,25.76,63.89,,,,,,,,,,,,,,,1695,53473,492,482.0,55.6,4,2.91,J005149.4+122820,J005149+122820
13.105346,11.22771,0.0857,False,True,False,False,False,False,False,False,False,24.76,39.54,11.49,8.54731265252623,0.95,1.72,3.04,8.82816,8.64,-0.181,-1.076,0.477,0.882,0.245,6.32,0.0,1696,53116,88,321.0,117.9,2,0.37,J005225.2+111339,J005225+111339
13.702723,10.70723,0.2131,False,True,False,False,False,False,True,False,False,24.89,80.07,,,,,,,,,,,,,,,1700,53502,16,62.6,1.4,4,0.46,J005448.6+104226,J005448+104226
13.891661,11.64166,0.3522,False,True,False,False,False,False,False,False,False,25.37,147.66,,,,,,,,,,,,,,,1702,53144,400,60.9,26.6,4,1.74,J005533.9+113829,J005533+113829
13.934607,12.13298,0.3492,False,True,False,False,False,False,False,False,False,25.34,37.35,,,,,,,,,,,,,,,1702,53144,484,58.0,,2,,,J005544+120758
14.095316,13.96988,0.2976,False,False,True,False,False,False,False,False,False,25.18,8.38,,,,,,,,,,,,,,,1704,53178,463,57.2,,2,,,J005622+135811
14.208824,14.01141,0.1398,False,False,True,False,False,False,True,False,False,24.37,39.17,,,,,,,,,,,,,,,1706,53442,363,46.9,1.7,2,0.51,J005650.1+140041,J005650+140041
14.303741,9.87736,0.3441,False,True,False,False,False,False,True,False,False,26.05,118.8,,,,,,,,,,,,,,,1707,53885,313,307.0,143.4,4,2.4,J005712.8+095238,J005712+095238
14.469542,12.61994,0.07917,True,False,False,False,False,False,False,False,False,,,11.41,5.877780556567609,1.04,1.92,3.35,9.07339,8.56,-0.234,-1.838,0.778,0.379,-0.155,6.24,0.0,1708,53503,107,45.7,48.2,1,0.43,J005752.6+123711,J005752+123711
14.757606,9.53842,0.0945,False,False,True,False,False,False,True,False,False,24.44,284.31,11.1,3.506463636675192,1.0,1.91,3.05,9.21208,8.2,-0.949,-1.775,0.0,-0.28,0.579,6.24,0.0,1711,53535,13,125.6,6.4,4,0.41,J005901.8+093218,J005901+093218
14.711592,9.32935,0.17,False,False,True,False,False,False,True,False,False,24.57,33.31,,,,,,,,,,,,,,,1711,53535,100,49.0,4.3,2,1.8,J005850.7+091945,J005850+091945
14.635441,9.43657,0.3312,False,True,False,False,False,False,False,False,False,25.25,29.49,,,,,,,,,,,,,,,1711,53535,297,54.0,,2,,,J005832+092611
14.67244,11.41864,0.3109,False,True,False,False,False,False,False,False,False,25.57,38.11,,,,,,,,,,,,,,,1712,53531,297,130.0,4.9,2,1.14,J005841.3+112507,J005841+112507
14.847055,10.11364,0.05453,True,False,False,False,False,False,False,False,False,,,10.44,0.9540011406457812,1.12,1.91,2.11,9.68272,8.26,-0.166,-1.803,-99.0,0.467,-0.201,6.32,0.0,1713,53827,517,54.0,47.6,1,0.21,J005923.2+100649,J005923+100649
14.826165,11.29771,0.1949,False,True,False,False,False,False,False,False,False,24.97,71.59,,,,,,,,,,,,,,,1714,53521,219,91.0,7.9,4,0.11,J005918.2+111751,J005918+111751
15.020617,9.99025,0.3384,False,True,False,False,False,False,False,False,False,25.21,46.22,,,,,,,,,,,,,,,1715,54212,594,46.0,,2,,,J010004+095924
14.964658,11.30264,0.1225,False,False,True,False,False,False,False,False,False,24.6,42.94,,,,,,,,,,,,,,,1716,53827,258,105.2,2.0,2,1.24,J005951.5+111809,J005951+111809
14.932019,11.86153,0.0317,False,True,False,False,False,False,False,False,False,23.94,320.14,,,,,,,,,,,,,,,1716,53827,371,382.0,,4,,,J005943+115141
14.995083,11.70303,0.2484,False,False,True,False,False,False,False,False,False,24.85,9.49,,,,,,,,,,,,,,,1716,53827,446,40.4,,2,,,J005958+114210
15.122745,10.31249,0.07799,True,False,False,False,False,False,False,False,False,,,11.43,3.688144629037053,0.96,1.64,2.9,9.4982,8.15,0.29,-2.929,0.0,0.245,-1.311,6.59,0.0,1717,53883,572,403.4,407.8,1,0.21,J010029.4+101844,J010029+101844
15.18677,10.02232,0.4161,False,False,True,False,False,False,True,False,False,25.44,41.29,,,,,,,,,,,,,,,1718,53850,66,49.0,,2,,,J010044+100120
15.247044,10.28423,0.0572,False,True,False,False,False,False,False,False,False,24.61,89.94,11.42,6.112193786820419,1.03,1.99,3.3,9.04943,8.68,-0.677,-0.929,0.0,0.485,0.814,5.91,0.0,1719,53876,446,525.0,51.6,4,1.09,J010059.2+101703,J010059+101703
15.535941,8.43224,0.1273,False,False,True,False,False,False,True,False,False,24.23,9.61,,,,,,,,,,,,,,,1723,53905,472,41.0,,2,,,J010208+082556
15.605868,8.68672,0.1263,False,True,False,False,False,False,False,False,False,24.44,92.82,,,,,,,,,,,,,,,1723,53905,612,68.1,4.5,2,0.48,J010225.4+084112,J010225+084112
15.637108,7.95388,0.3566,False,False,False,False,False,False,True,False,False,25.32,29.53,,,,,,,,,,,,,,,1724,53859,275,53.5,19.0,2,1.01,J010232.9+075713,J010232+075713
15.776606,8.74018,0.1849,False,True,False,False,False,False,True,False,False,24.58,48.41,,,,,,,,,,,,,,,1724,53859,612,41.0,,2,,,J010306+084424
15.81653,8.90991,0.0683,False,True,False,False,False,False,False,False,False,24.63,107.95,11.37,5.053563471657644,1.03,1.87,3.19,9.16462,8.74,0.906,-0.46,0.0,2.306,-0.451,6.13,0.0,1726,53137,237,388.2,40.7,4,0.5,J010315.9+085435,J010315+085435
15.835997,8.14411,0.232,False,False,True,False,False,False,False,False,False,25.03,29.19,,,,,,,,,,,,,,,1726,53137,254,71.0,4.7,2,1.04,J010320.6+080838,J010320+080838
15.822621,9.88549,0.2009,False,False,True,False,False,False,False,False,False,25.37,123.69,,,,,,,,,,,,,,,1726,53137,370,215.0,2.9,4,0.37,J010317.4+095307,J010317+095307
15.84325,7.51846,0.3544,False,True,False,False,False,False,True,False,False,25.36,56.77,,,,,,,,,,,,,,,1727,53859,478,59.0,,2,,,J010322+073106
16.007717,8.62862,0.2269,False,False,True,False,False,False,False,False,False,26.13,167.65,,,,,,,,,,,,,,,1728,53228,451,943.0,,4,,,J010401+083743
16.024933,8.6474,0.1876,False,True,False,False,False,False,False,False,False,24.85,20.49,,,,,,,,,,,,,,,1728,53228,470,75.0,,2,,,J010405+083850
16.128509,7.48162,0.2242,False,False,True,False,False,False,False,False,False,25.31,67.62,,,,,,,,,,,,,,,1730,53498,221,146.0,1.8,4,1.83,J010430.8+072853,J010430+072853
16.231652,8.05986,0.3083,False,False,True,False,False,False,False,False,False,25.55,8.85,,,,,,,,,,,,,,,1730,53498,541,125.1,,2,,,J010455+080335
16.287076,6.62482,0.1537,False,True,False,False,False,False,False,False,False,25.55,91.92,,,,,,,,,,,,,,,1731,53884,541,573.0,,4,,,J010508+063729
16.319579,6.70647,0.2099,False,False,False,False,False,False,True,False,False,25.15,77.15,,,,,,,,,,,,,,,1732,53501,130,117.7,,4,,,J010516+064223
7.5502075,39.41843,0.1681,False,False,True,False,False,False,False,False,False,24.89,7.48,,,,,,,,,,,,,,,1733,53047,623,104.3,,2,,,J003012+392506
7.6470871,41.98543,0.1795,False,True,False,True,False,False,False,False,False,24.87,54.8,,,,,,,,,,,,,,,1735,53035,109,86.0,,2,,,J003035+415907
7.5847941,41.97432,0.08732,True,False,False,False,False,False,False,False,False,,,10.57,1.388667761426611,1.0,1.95,2.29,9.48662,8.56,-0.289,1.84,0.477,2.502,2.074,6.15,0.0,1735,53035,224,67.6,31.6,1,0.73,J003020.3+415827,J003020+415827
7.6161387,43.4839,0.2731,False,True,False,False,False,False,False,False,False,25.25,57.94,,,,,,,,,,,,,,,1736,53052,285,82.0,4.4,2,0.86,J003027.8+432902,J003027+432902
7.8789439,45.94927,0.0517,False,True,False,False,False,False,True,False,False,24.56,116.54,11.26,4.334720490364236,1.01,1.6,3.3,9.1879,8.22,0.141,-2.265,0.0,0.493,-0.773,7.13,1.0,1737,53055,119,576.0,50.1,4,0.37,J003130.9+455657,J003130+455657
7.8052414,45.74614,0.185,False,True,False,False,False,False,False,False,False,25.11,228.03,,,,,,,,,,,,,,,1737,53055,197,141.0,2.7,4,0.38,J003113.2+454446,J003113+454446
9.0388702,9.83501,0.2938,False,True,False,False,False,False,False,False,False,25.04,57.11,,,,,,,,,,,,,,,1738,53051,519,42.9,2.5,2,1.37,J003609.3+095006,J003609+095006
9.2090139,9.61346,0.2353,False,False,True,False,False,False,False,False,False,25.31,10.16,,,,,,,,,,,,,,,1739,53050,51,130.2,,2,,,J003650+093648
9.3863932,10.51184,0.5195,False,False,True,False,False,False,False,False,False,25.67,9.85,,,,,,,,,,,,,,,1740,53050,145,50.0,,2,,,J003732+103042
9.4417521,10.98684,0.2472,False,True,False,True,False,False,True,False,False,25.48,43.32,,,,,,,,,,,,,,,1740,53050,551,176.0,,2,,,J003746+105912
9.6116669,11.23084,0.1195,False,False,True,False,False,False,True,False,False,24.24,51.06,,,,,,,,,,,,,,,1741,53052,120,48.3,6.3,2,1.24,J003826.8+111351,J003826+111351
9.6902791,12.57718,0.1756,False,False,True,False,False,False,False,False,False,24.68,82.63,,,,,,,,,,,,,,,1742,53053,366,58.4,6.2,4,1.36,J003845.6+123437,J003845+123437
9.7207184,12.15951,0.2429,False,False,True,False,False,False,True,False,False,24.85,109.3,,,,,,,,,,,,,,,1742,53053,498,42.0,4.3,4,0.83,J003852.9+120934,J003852+120934
10.044035,12.01815,0.2633,False,False,True,False,False,False,False,False,False,25.4,16.53,,,,,,,,,,,,,,,1744,53055,184,127.1,,2,,,J004010+120105
10.12035,12.78699,0.2481,False,False,True,False,False,False,True,False,False,25.05,16.75,,,,,,,,,,,,,,,1744,53055,590,64.2,,2,,,J004028+124713
10.137331,12.2072,0.1635,False,False,True,False,False,False,True,False,False,24.58,46.78,,,,,,,,,,,,,,,1745,53061,305,54.4,1.5,2,0.07,J004032.9+121225,J004032+121225
10.379172,12.91034,0.4042,False,False,False,False,False,False,True,False,False,25.57,9.03,,,,,,,,,,,,,,,1746,53062,154,71.3,,2,,,J004131+125437
10.325649,14.05052,0.1456,False,True,False,False,False,False,True,False,False,25.14,34.52,,,,,,,,,,,,,,,1746,53062,406,253.0,,2,,,J004118+140301
10.610599,14.0241,0.2007,False,True,False,False,False,False,False,False,False,24.86,20.15,,,,,,,,,,,,,,,1748,53112,469,66.0,,2,,,J004226+140126
10.665356,14.31518,0.3806,False,False,True,False,False,False,True,False,False,25.75,33.76,,,,,,,,,,,,,,,1748,53112,527,122.0,,2,,,J004239+141854
10.750411,12.96745,0.3056,False,True,False,True,False,False,False,False,False,25.15,28.41,,,,,,,,,,,,,,,1749,53357,253,51.0,,2,,,J004300+125802
10.742955,14.70113,0.1547,False,False,True,False,False,False,True,False,False,25.33,86.58,,,,,,,,,,,,,,,1749,53357,420,343.0,22.1,4,2.32,J004258.3+144204,J004258+144204
10.944122,14.32514,0.08127,True,False,False,False,False,False,False,False,False,,,10.76,5.3449864135261125,0.83,1.26,2.78,8.50593,8.17,-0.606,-0.611,-99.0,0.743,0.934,7.4,0.0,1750,53358,514,169.1,173.4,1,0.63,J004346.5+141930,J004346+141930
11.048319,12.98446,0.1405,False,False,True,False,False,False,True,False,False,24.62,165.99,,,,,,,,,,,,,,,1751,53377,281,82.0,5.4,4,0.66,J004411.5+125904,J004411+125904
11.11421,14.20346,0.0451,False,True,False,False,False,False,False,False,False,23.87,199.52,,,,,,,,,,,,,,,1751,53377,498,157.2,63.0,4,0.34,J004427.4+141212,J004427+141212
11.348208,14.31379,0.3416,False,False,True,False,False,False,True,False,False,25.55,54.89,,,,,,,,,,,,,,,1753,53383,224,99.3,,4,,,J004523+141849
11.532251,15.891,0.1854,False,False,False,False,False,False,True,False,False,24.92,170.83,,,,,,,,,,,,,,,1754,53385,526,89.4,13.9,4,0.37,J004607.7+155327,J004607+155327
11.550403,14.53447,0.08522,True,False,False,False,False,False,False,False,False,,,10.93,3.692251723717187,1.0,1.88,3.34,8.99724,8.26,1.471,-1.004,0.699,2.535,-1.324,6.06,0.0,1755,53386,276,157.3,22.2,1,0.45,J004612.0+143204,J004612+143204
8.6051839,9.15577,0.2242,False,False,True,False,False,False,False,False,False,25.1,26.89,,,,,,,,,,,,,,,1759,53081,339,90.5,17.7,2,0.92,J003425.2+090920,J003425+090920
8.8545115,8.45644,0.0635,False,True,False,False,False,False,False,False,False,24.18,77.89,11.27,5.182392756875619,1.06,1.97,3.16,9.04276,8.57,-0.279,0.899,0.477,1.954,1.508,6.11,0.0,1760,53086,2,159.0,,4,,,J003525+082723
8.8514648,8.85187,0.1271,False,True,False,False,False,False,False,False,False,24.28,86.31,,,,,,,,,,,,,,,1760,53086,102,47.0,10.7,4,0.79,J003524.3+085106,J003524+085106
11.756163,15.49535,0.0682,False,False,True,False,False,False,True,False,False,24.56,19.1,,,,,,,,,,,,,,,1761,53376,485,327.2,,2,,,J004701+152943
11.81963,15.32353,0.1155,False,True,False,False,False,False,True,False,False,24.47,172.04,,,,,,,,,,,,,,,1761,53376,582,89.0,13.6,4,1.25,J004716.7+151924,J004716+151924
12.053381,14.86486,0.2006,False,True,False,False,False,False,True,False,False,24.91,19.6,,,,,,,,,,,,,,,1763,53463,31,74.2,19.1,2,1.17,J004812.8+145153,J004812+145153
12.123677,14.35712,0.2319,False,True,False,False,False,False,False,False,False,25.05,24.64,,,,,,,,,,,,,,,1764,53467,106,74.4,37.8,2,1.8,J004829.6+142125,J004829+142125
12.189202,14.24424,0.0637,False,True,False,False,False,False,False,False,False,23.78,34.4,11.37,6.07826337741089,1.08,2.03,3.13,9.00426,8.4,-0.881,-0.891,0.301,0.309,1.036,6.16,0.0,1765,53466,137,62.0,29.7,2,0.11,J004845.4+141439,J004845+141439
12.136928,14.8235,0.3174,False,False,True,False,False,False,True,False,False,25.3,7.71,,,,,,,,,,,,,,,1765,53466,394,66.0,,2,,,J004832+144924
12.184474,15.78204,0.2683,False,False,True,False,False,False,True,False,False,24.95,58.12,,,,,,,,,,,,,,,1765,53466,451,43.1,3.6,2,0.49,J004844.2+154655,J004844+154655
12.272211,15.90493,0.09303,True,False,False,False,False,False,False,False,False,,,11.37,7.902246450054374,0.97,1.81,3.11,8.77632,8.21,0.012,-0.883,0.0,1.185,0.17,6.11,0.0,1766,53468,406,77.2,68.0,1,1.2,J004905.3+155417,J004905+155417
12.40372,16.1002,0.2338,False,True,False,False,False,False,True,False,False,25.13,71.64,,,,,,,,,,,,,,,1767,53436,454,87.0,4.2,4,0.56,J004936.8+160600,J004936+160600
