idx,radioname,ra,dec,Label
M1293,J141809.19+191924.8,14 18 09.19,+19 19 24.8,sfri
M1294,J143149.14+192300.2,14 31 49.14,+19 23 00.2,sfri
M1306,J140215.23+231803.7,14 02 15.23,+23 18 03.7,sfri
M1315,J145722.16+193801.1,14 57 22.16,+19 38 01.1,sfri
M1318,J151212.23+173309.3,15 12 12.23,+17 33 09.3,sfri
M1326,J154155.17+012517.4,15 41 55.17,+01 25 17.4,sfri
S0272,J142258.90+082518.8,14 22 58.90,+08 25 18.8,sfri
S0315,J153856.78+355709.6,15 38 56.78,+35 57 09.6,sfri
L0013,J000612.69-102820.4,00 06 12.69,-10 28 20.4,sfrii
L0046,J002523.04-020216.8,00 25 23.04,-02 02 16.8,sfrii
L0047,J002528.08+030555.2,00 25 28.08,+03 05 55.2,sfrii
L0092,J004415.22-080914.2,00 44 15.22,-08 09 14.2,sfrii
L0093,J004440.49-074523.6,00 44 40.49,-07 45 23.6,sfrii
L0099,J004951.76+031502.4,00 49 51.76,+03 15 02.4,sfrii
L0105,J005238.46+013727.0,00 52 38.46,+01 37 27.0,sfrii
L0116,J005655.03-010008.3,00 56 55.03,-01 00 08.3,sfrii
L0124,J005935.97+122102.5,00 59 35.97,+12 21 02.5,sfrii
L0126,J010021.96+104636.7,01 00 21.96,+10 46 36.7,sfrii
L0149,J011034.67-082549.2,01 10 34.67,-08 25 49.2,sfrii
L0171,J012120.55-053332.8,01 21 20.55,-05 33 32.8,sfrii
L0174,J012232.17-061954.0,01 22 32.17,-06 19 54.0,sfrii
L0190,J013134.85+003328.8,01 31 34.85,+00 33 28.8,sfrii
L0193,J013309.14+100949.2,01 33 09.14,+10 09 49.2,sfrii
L0195,J013432.34-014057.6,01 34 32.34,-01 40 57.6,sfrii
L0211,J014145.47-092316.3,01 41 45.47,-09 23 16.3,sfrii
L0216,J014348.55-021616.8,01 43 48.55,-02 16 16.8,sfrii
L0218,J014444.93-094403.1,01 44 44.93,-09 44 03.1,sfrii
L0220,J014458.98-000448.6,01 44 58.98,-00 04 48.6,sfrii
L0222,J014556.58-082023.3,01 45 56.58,-08 20 23.3,sfrii
L0225,J014716.25-045356.9,01 47 16.25,-04 53 56.9,sfrii
L0235,J015051.55-035219.6,01 50 51.55,-03 52 19.6,sfrii
L0237,J015100.58+072113.9,01 51 00.58,+07 21 13.9,sfrii
L0245,J015305.36-082747.9,01 53 05.36,-08 27 47.9,sfrii
L0246,J015328.28-025722.1,01 53 28.28,-02 57 22.1,sfrii
L0257,J015757.03-020628.8,01 57 57.03,-02 06 28.8,sfrii
L0280,J021103.06-045338.9,02 11 03.06,-04 53 38.9,sfrii
L0281,J021120.04-025015.5,02 11 20.04,-02 50 15.5,sfrii
L0357,J025456.64-045436.5,02 54 56.64,-04 54 36.5,sfrii
L0364,J025710.75+063757.8,02 57 10.75,+06 37 57.8,sfrii
L0382,J031318.65+003628.8,03 13 18.65,+00 36 28.8,sfrii
L0423,J070054.13+583011.3,07 00 54.13,+58 30 11.3,sfrii
L0435,J070728.87+475828.4,07 07 28.87,+47 58 28.4,sfrii
L0449,J071132.33+641405.8,07 11 32.33,+64 14 05.8,sfrii
L0452,J071215.07+331747.9,07 12 15.07,+33 17 47.9,sfrii
L0485,J072325.90+373032.7,07 23 25.90,+37 30 32.7,sfrii
L0487,J072430.85+501057.9,07 24 30.85,+50 10 57.9,sfrii
L0499,J072725.97+310914.9,07 27 25.97,+31 09 14.9,sfrii
L0509,J072900.19+613424.4,07 29 00.19,+61 34 24.4,sfrii
L0511,J072916.52+461716.3,07 29 16.52,+46 17 16.3,sfrii
L0517,J072948.67+274949.2,07 29 48.67,+27 49 49.2,sfrii
L0546,J073557.21+220842.6,07 35 57.21,+22 08 42.6,sfrii
L0576,J074155.82+581858.8,07 41 55.82,+58 18 58.8,sfrii
L0600,J074704.46+285546.6,07 47 04.46,+28 55 46.6,sfrii
L0616,J075107.44+163431.2,07 51 07.44,+16 34 31.2,sfrii
L0617,J075116.80+382836.5,07 51 16.80,+38 28 36.5,sfrii
L0652,J075729.43+631416.6,07 57 29.43,+63 14 16.6,sfrii
L0825,J082723.67+195426.3,08 27 23.67,+19 54 26.3,sfrii
L0883,J083440.74+095752.2,08 34 40.74,+09 57 52.2,sfrii
L0910,J083841.51+044414.4,08 38 41.51,+04 44 14.4,sfrii
L0923,J084001.03+294848.8,08 40 01.03,+29 48 48.8,sfrii
L0942,J084254.54+194023.5,08 42 54.54,+19 40 23.5,sfrii
L0976,J084653.40+265957.2,08 46 53.40,+26 59 57.2,sfrii
L0991,J084825.24+154202.3,08 48 25.24,+15 42 02.3,sfrii
L0998,J084925.40+310429.4,08 49 25.40,+31 04 29.4,sfrii
L1019,J085113.92+472038.3,08 51 13.92,+47 20 38.3,sfrii
L1048,J085556.40+371348.1,08 55 56.40,+37 13 48.1,sfrii
L1059,J085708.63+472817.4,08 57 08.63,+47 28 17.4,sfrii
L1164,J090837.15+254336.5,09 08 37.15,+25 43 36.5,sfrii
L1236,J091648.09+381811.8,09 16 48.09,+38 18 11.8,sfrii
L1313,J092723.62+064147.4,09 27 23.62,+06 41 47.4,sfrii
L1315,J092753.81+051916.7,09 27 53.81,+05 19 16.7,sfrii
L1352,J093334.88+365114.7,09 33 34.88,+36 51 14.7,sfrii
L1404,J094055.41+115843.3,09 40 55.41,+11 58 43.3,sfrii
L1436,J094528.16+054723.4,09 45 28.16,+05 47 23.4,sfrii
L1447,J094702.98+231614.4,09 47 02.98,+23 16 14.4,sfrii
L1459,J094859.03+172256.5,09 48 59.03,+17 22 56.5,sfrii
L1460,J094915.71+064729.6,09 49 15.71,+06 47 29.6,sfrii
L1479,J095204.75+103218.2,09 52 04.75,+10 32 18.2,sfrii
L1481,J095226.44+313609.6,09 52 26.44,+31 36 09.6,sfrii
L1487,J095256.73+102435.6,09 52 56.73,+10 24 35.6,sfrii
L1573,J100517.45+552339.2,10 05 17.45,+55 23 39.2,sfrii
L1577,J100657.95+552004.6,10 06 57.95,+55 20 04.6,sfrii
L1609,J101128.06+525726.7,10 11 28.06,+52 57 26.7,sfrii
L1718,J102810.39+085611.0,10 28 10.39,+08 56 11.0,sfrii
L1835,J104241.81+172334.5,10 42 41.81,+17 23 34.5,sfrii
L1911,J105312.43+230815.7,10 53 12.43,+23 08 15.7,sfrii
L2008,J110715.37+040828.6,11 07 15.37,+04 08 28.6,sfrii
L2017,J110838.04+415408.1,11 08 38.04,+41 54 08.1,sfrii
L2046,J111312.01+454550.8,11 13 12.01,+45 45 50.8,sfrii
L2060,J111522.87+495635.9,11 15 22.87,+49 56 35.9,sfrii
L2075,J111836.83-031206.6,11 18 36.83,-03 12 06.6,sfrii
L2078,J111908.69+244946.4,11 19 08.69,+24 49 46.4,sfrii
L2081,J111931.79+020726.8,11 19 31.79,+02 07 26.8,sfrii
L2090,J112140.67+454334.9,11 21 40.67,+45 43 34.9,sfrii
L2116,J112542.84+470833.2,11 25 42.84,+47 08 33.2,sfrii
L2134,J112903.00+055048.4,11 29 03.00,+05 50 48.4,sfrii
L2254,J114404.21+440025.0,11 44 04.21,+44 00 25.0,sfrii
L2291,J114906.20+013017.9,11 49 06.20,+01 30 17.9,sfrii
L2300,J114957.48+160727.6,11 49 57.48,+16 07 27.6,sfrii
L2381,J120000.30+105744.4,12 00 00.30,+10 57 44.4,sfrii
L2390,J120118.05+061859.0,12 01 18.05,+06 18 59.0,sfrii
L2394,J120141.10+510303.7,12 01 41.10,+51 03 03.7,sfrii
L2450,J120837.71+591546.2,12 08 37.71,+59 15 46.2,sfrii
L2476,J121209.82-051851.6,12 12 09.82,-05 18 51.6,sfrii
L2501,J121559.22+162300.1,12 15 59.22,+16 23 00.1,sfrii
L2551,J122109.32+515054.6,12 21 09.32,+51 50 54.6,sfrii
L2554,J122146.30+331716.9,12 21 46.30,+33 17 16.9,sfrii
L2570,J122353.09-013924.6,12 23 53.09,-01 39 24.6,sfrii
L2592,J122658.51+324309.6,12 26 58.51,+32 43 09.6,sfrii
L2761,J125211.10+081202.6,12 52 11.10,+08 12 02.6,sfrii
L2786,J125548.54+444920.2,12 55 48.54,+44 49 20.2,sfrii
L2790,J125604.60+251600.6,12 56 04.60,+25 16 00.6,sfrii
L2801,J125801.90+312056.7,12 58 01.90,+31 20 56.7,sfrii
L2851,J130621.64+313405.0,13 06 21.64,+31 34 05.0,sfrii
L2888,J131143.18+563238.9,13 11 43.18,+56 32 38.9,sfrii
L2907,J131459.20+091136.6,13 14 59.20,+09 11 36.6,sfrii
L2912,J131529.99+482920.8,13 15 29.99,+48 29 20.8,sfrii
L2918,J131620.53+145456.1,13 16 20.53,+14 54 56.1,sfrii
L2919,J131630.02+122756.1,13 16 30.02,+12 27 56.1,sfrii
L2950,J132034.42+291504.6,13 20 34.42,+29 15 04.6,sfrii
L2984,J132512.05+573607.8,13 25 12.05,+57 36 07.8,sfrii
L3001,J132624.76+242224.9,13 26 24.76,+24 22 24.9,sfrii
L3023,J132848.60+422354.4,13 28 48.60,+42 23 54.4,sfrii
L3063,J133349.13+382138.4,13 33 49.13,+38 21 38.4,sfrii
L3070,J133422.69+532446.1,13 34 22.69,+53 24 46.1,sfrii
L3097,J133715.20+141407.7,13 37 15.20,+14 14 07.7,sfrii
L3192,J135129.14+182031.1,13 51 29.14,+18 20 31.1,sfrii
L3208,J135345.59+315152.8,13 53 45.59,+31 51 52.8,sfrii
L3217,J135450.47+332438.4,13 54 50.47,+33 24 38.4,sfrii
L3236,J135709.09+325827.0,13 57 09.09,+32 58 27.0,sfrii
L3270,J140010.50-023733.6,14 00 10.50,-02 37 33.6,sfrii
L3280,J140145.55+104442.6,14 01 45.55,+10 44 42.6,sfrii
L3298,J140341.04+052646.7,14 03 41.04,+05 26 46.7,sfrii
L3365,J141348.47+082902.6,14 13 48.47,+08 29 02.6,sfrii
L3390,J141718.42+060812.5,14 17 18.42,+06 08 12.5,sfrii
L3392,J141730.84+081237.1,14 17 30.84,+08 12 37.1,sfrii
L3407,J141927.43+233812.3,14 19 27.43,+23 38 12.3,sfrii
L3412,J142018.31+125702.8,14 20 18.31,+12 57 02.8,sfrii
L3413,J142021.77+043910.1,14 20 21.77,+04 39 10.1,sfrii
L3440,J142250.31+630236.7,14 22 50.31,+63 02 36.7,sfrii
L3450,J142452.24+614518.0,14 24 52.24,+61 45 18.0,sfrii
L3465,J142700.08+341201.1,14 27 00.08,+34 12 01.1,sfrii
L3471,J142755.88+565925.7,14 27 55.88,+56 59 25.7,sfrii
L3495,J143058.52+082346.5,14 30 58.52,+08 23 46.5,sfrii
L3517,J143334.45+320910.2,14 33 34.45,+32 09 10.2,sfrii
L3553,J143730.54+240624.2,14 37 30.54,+24 06 24.2,sfrii
L3677,J145305.25+210836.7,14 53 05.25,+21 08 36.7,sfrii
L3726,J150004.44-023831.2,15 00 04.44,-02 38 31.2,sfrii
L3741,J150157.18+075233.3,15 01 57.18,+07 52 33.3,sfrii
L3776,J150706.75+183105.9,15 07 06.75,+18 31 05.9,sfrii
L3805,J151208.44+424912.6,15 12 08.44,+42 49 12.6,sfrii
L4002,J154704.22+513008.2,15 47 04.22,+51 30 08.2,sfrii
L4007,J154806.24+363400.2,15 48 06.24,+36 34 00.2,sfrii
L4011,J154833.27+232131.6,15 48 33.27,+23 21 31.6,sfrii
L4082,J155916.24+613800.8,15 59 16.24,+61 38 00.8,sfrii
L4171,J161453.09+024058.8,16 14 53.09,+02 40 58.8,sfrii
L4415,J165922.85+270859.7,16 59 22.85,+27 08 59.7,sfrii
L4458,J170857.64+381307.8,17 08 57.64,+38 13 07.8,sfrii
L4599,J212635.50+112617.5,21 26 35.50,+11 26 17.5,sfrii
L4608,J212830.65+013107.2,21 28 30.65,+01 31 07.2,sfrii
L4620,J214110.75+082133.5,21 41 10.75,+08 21 33.5,sfrii
L4645,J215522.31-033109.0,21 55 22.31,-03 31 09.0,sfrii
L4663,J220045.71-042358.7,22 00 45.71,-04 23 58.7,sfrii
L4711,J222807.86+040649.2,22 28 07.86,+04 06 49.2,sfrii
L4712,J222904.33+082321.5,22 29 04.33,+08 23 21.5,sfrii
L4761,J230021.58+065426.1,23 00 21.58,+06 54 26.1,sfrii
L4790,J231148.60-074527.2,23 11 48.60,-07 45 27.2,sfrii
L4799,J231456.22-044807.4,23 14 56.22,-04 48 07.4,sfrii
L4807,J231804.51+015810.1,23 18 04.51,+01 58 10.1,sfrii
L4828,J233234.60+035933.4,23 32 34.60,+03 59 33.4,sfrii
L4838,J233514.58-012055.2,23 35 14.58,-01 20 55.2,sfrii
L4840,J233623.45+000233.6,23 36 23.45,+00 02 33.6,sfrii
L4852,J234153.22-002255.8,23 41 53.22,-00 22 55.8,sfrii
L4866,J235223.60+124445.0,23 52 23.60,+12 44 45.0,sfrii
L4870,J235406.17-003256.4,23 54 06.17,-00 32 56.4,sfrii
L4871,J235454.20-070943.1,23 54 54.20,-07 09 43.1,sfrii
M0000,J095640.77-000124.0,09 56 40.77,-00 01 24.0,sfrii
M0004,J101834.47-005022.6,10 18 34.47,-00 50 22.6,sfrii
M0013,J120149.30-003034.0,12 01 49.30,-00 30 34.0,sfrii
M0014,J121103.29-002005.2,12 11 03.29,-00 20 05.2,sfrii
M0015,J121434.43+004727.9,12 14 34.43,+00 47 27.9,sfrii
M0016,J121925.49+004052.0,12 19 25.49,+00 40 52.0,sfrii
M0018,J123246.01-005524.8,12 32 46.01,-00 55 24.8,sfrii
M0019,J124446.21-010109.4,12 44 46.21,-01 01 09.4,sfrii
M0022,J131156.93+001351.3,13 11 56.93,+00 13 51.3,sfrii
M0026,J135645.90-011146.6,13 56 45.90,-01 11 46.6,sfrii
M0035,J151624.28-004948.1,15 16 24.28,-00 49 48.1,sfrii
M0039,J153548.67-003152.7,15 35 48.67,-00 31 52.7,sfrii
M0041,J115954.43-012108.3,11 59 54.43,-01 21 08.3,sfrii
M0042,J120242.40-012345.9,12 02 42.40,-01 23 45.9,sfrii
M0043,J120203.39-012546.2,12 02 03.39,-01 25 46.2,sfrii
M0044,J120906.80-025745.1,12 09 06.80,-02 57 45.1,sfrii
M0045,J125230.69-012017.1,12 52 30.69,-01 20 17.1,sfrii
M0046,J130107.54-032652.7,13 01 07.54,-03 26 52.7,sfrii
M0050,J165639.44+631702.5,16 56 39.44,+63 17 02.5,sfrii
M0053,J171329.11+640248.7,17 13 29.11,+64 02 48.7,sfrii
M0055,J172749.69+534651.6,17 27 49.69,+53 46 51.6,sfrii
M0062,J222421.17-003120.1,22 24 21.17,-00 31 20.1,sfrii
M0069,J234059.77+000453.9,23 40 59.77,+00 04 53.9,sfrii
M0071,J000242.32-001320.0,00 02 42.32,-00 13 20.0,sfrii
M0074,J004404.67+010152.8,00 44 04.67,+01 01 52.8,sfrii
M0078,J011425.59+002932.7,01 14 25.59,+00 29 32.7,sfrii
M0079,J012156.40-002925.4,01 21 56.40,-00 29 25.4,sfrii
M0080,J013247.17+011545.8,01 32 47.17,+01 15 45.8,sfrii
M0083,J015648.58-010649.5,01 56 48.58,-01 06 49.5,sfrii
M0084,J020252.09-004852.7,02 02 52.09,-00 48 52.7,sfrii
M0089,J080107.90+435030.6,08 01 07.90,+43 50 30.6,sfrii
M0091,J081734.46+445850.8,08 17 34.46,+44 58 50.8,sfrii
M0096,J083903.86+540707.9,08 39 03.86,+54 07 07.9,sfrii
M0100,J084921.80+541330.5,08 49 21.80,+54 13 30.5,sfrii
M0104,J091859.49+551920.3,09 18 59.49,+55 19 20.3,sfrii
M0106,J022848.85-071659.1,02 28 48.85,-07 16 59.1,sfrii
M0110,J091434.68+022716.6,09 14 34.68,+02 27 16.6,sfrii
M0112,J093431.19-002307.6,09 34 31.19,-00 23 07.6,sfrii
M0115,J101732.51+632953.8,10 17 32.51,+63 29 53.8,sfrii
M0122,J105735.78+023417.0,10 57 35.78,+02 34 17.0,sfrii
M0124,J111447.63+015115.2,11 14 47.63,+01 51 15.2,sfrii
M0130,J115424.57+020653.0,11 54 24.57,+02 06 53.0,sfrii
M0131,J120406.39+022441.6,12 04 06.39,+02 24 41.6,sfrii
M0133,J122228.73+023009.5,12 22 28.73,+02 30 09.5,sfrii
M0136,J125823.41+015022.9,12 58 23.41,+01 50 22.9,sfrii
M0138,J125222.61+031554.0,12 52 22.61,+03 15 54.0,sfrii
M0153,J090058.00+510957.3,09 00 58.00,+51 09 57.3,sfrii
M0157,J090320.46+523336.1,09 03 20.46,+52 33 36.1,sfrii
M0160,J092255.19+541828.2,09 22 55.19,+54 18 28.2,sfrii
M0162,J093821.50+554333.9,09 38 21.50,+55 43 33.9,sfrii
M0164,J095430.02+581244.2,09 54 30.02,+58 12 44.2,sfrii
M0165,J101842.51+585836.4,10 18 42.51,+58 58 36.4,sfrii
M0166,J103900.30+590547.8,10 39 00.30,+59 05 47.8,sfrii
M0167,J103114.84+603547.7,10 31 14.84,+60 35 47.7,sfrii
M0168,J084630.85+024703.5,08 46 30.85,+02 47 03.5,sfrii
M0172,J091452.55+041555.3,09 14 52.55,+04 15 55.3,sfrii
M0180,J103443.26+053319.8,10 34 43.26,+05 33 19.8,sfrii
M0182,J104548.50+042032.6,10 45 48.50,+04 20 32.6,sfrii
M0183,J105345.09+033218.4,10 53 45.09,+03 32 18.4,sfrii
M0184,J110224.86+041050.8,11 02 24.86,+04 10 50.8,sfrii
M0186,J110349.63+045204.2,11 03 49.63,+04 52 04.2,sfrii
M0187,J110310.86+041838.0,11 03 10.86,+04 18 38.0,sfrii
M0193,J144822.91+041152.3,14 48 22.91,+04 11 52.3,sfrii
M0200,J160318.99+031644.6,16 03 18.99,+03 16 44.6,sfrii
M0204,J133039.33+625507.3,13 30 39.33,+62 55 07.3,sfrii
M0205,J132837.23+632917.4,13 28 37.23,+63 29 17.4,sfrii
M0208,J141208.74+611709.2,14 12 08.74,+61 17 09.2,sfrii
M0216,J155619.78+511848.8,15 56 19.78,+51 18 48.8,sfrii
M0218,J162007.26+474105.0,16 20 07.26,+47 41 05.0,sfrii
M0221,J163508.61+424800.2,16 35 08.61,+42 48 00.2,sfrii
M0223,J165052.72+410445.2,16 50 52.72,+41 04 45.2,sfrii
M0225,J215021.36-084638.1,21 50 21.36,-08 46 38.1,sfrii
M0229,J000134.90-085154.8,00 01 34.90,-08 51 54.8,sfrii
M0230,J004326.81-105421.8,00 43 26.81,-10 54 21.8,sfrii
M0236,J010524.30-094846.2,01 05 24.30,-09 48 46.2,sfrii
M0237,J011830.65-104356.4,01 18 30.65,-10 43 56.4,sfrii
M0238,J013325.87-102618.7,01 33 25.87,-10 26 18.7,sfrii
M0240,J015420.13-081643.2,01 54 20.13,-08 16 43.2,sfrii
M0241,J222602.07-011406.4,22 26 02.07,-01 14 06.4,sfrii
M0242,J225404.33-001034.5,22 54 04.33,-00 10 34.5,sfrii
M0248,J001522.84+000921.9,00 15 22.84,+00 09 21.9,sfrii
M0251,J020217.28-010740.3,02 02 17.28,-01 07 40.3,sfrii
M0252,J221853.80-091742.9,22 18 53.80,-09 17 42.9,sfrii
M0254,J221657.80-090700.8,22 16 57.80,-09 07 00.8,sfrii
M0256,J222336.38-080630.2,22 23 36.38,-08 06 30.2,sfrii
M0266,J081512.34+384045.5,08 15 12.34,+38 40 45.5,sfrii
M0270,J083752.75+445026.0,08 37 52.75,+44 50 26.0,sfrii
M0272,J090620.56+475208.2,09 06 20.56,+47 52 08.2,sfrii
M0276,J095841.47+601339.9,09 58 41.47,+60 13 39.9,sfrii
M0278,J103027.69+610039.7,10 30 27.69,+61 00 39.7,sfrii
M0279,J102923.91+612700.5,10 29 23.91,+61 27 00.5,sfrii
M0280,J104856.61+623748.2,10 48 56.61,+62 37 48.2,sfrii
M0281,J104138.74+630614.8,10 41 38.74,+63 06 14.8,sfrii
M0284,J120837.11+612106.4,12 08 37.11,+61 21 06.4,sfrii
M0290,J131945.31+603043.1,13 19 45.31,+60 30 43.1,sfrii
M0292,J133218.43+601303.0,13 32 18.43,+60 13 03.0,sfrii
M0296,J154118.79+514043.6,15 41 18.79,+51 40 43.6,sfrii
M0297,J153126.42+523553.6,15 31 26.42,+52 35 53.6,sfrii
M0298,J153556.66+512517.2,15 35 56.66,+51 25 17.2,sfrii
M0299,J154141.34+504739.6,15 41 41.34,+50 47 39.6,sfrii
M0304,J164628.42+383116.0,16 46 28.42,+38 31 16.0,sfrii
M0305,J080708.64+332718.1,08 07 08.64,+33 27 18.1,sfrii
M0306,J082705.41+374841.3,08 27 05.41,+37 48 41.3,sfrii
M0308,J084241.80+391053.3,08 42 41.80,+39 10 53.3,sfrii
M0311,J112437.40+045618.9,11 24 37.40,+04 56 18.9,sfrii
M0319,J123717.82+054159.3,12 37 17.82,+05 41 59.3,sfrii
M0324,J133940.64+043234.0,13 39 40.64,+04 32 34.0,sfrii
M0326,J134554.35+040009.9,13 45 54.35,+04 00 09.9,sfrii
M0333,J104345.61+510037.8,10 43 45.61,+51 00 37.8,sfrii
M0335,J115427.05+524720.9,11 54 27.05,+52 47 20.9,sfrii
M0337,J123847.47+520302.1,12 38 47.47,+52 03 02.1,sfrii
M0342,J081601.89+380415.4,08 16 01.89,+38 04 15.4,sfrii
M0344,J082654.07+394843.7,08 26 54.07,+39 48 43.7,sfrii
M0350,J102624.76+542906.3,10 26 24.76,+54 29 06.3,sfrii
M0354,J105328.67+562330.8,10 53 28.67,+56 23 30.8,sfrii
M0357,J133151.87-025219.6,13 31 51.87,-02 52 19.6,sfrii
M0359,J134423.48-022239.3,13 44 23.48,-02 22 39.3,sfrii
M0362,J143449.04-021459.5,14 34 49.04,-02 14 59.5,sfrii
M0364,J150828.27-021425.5,15 08 28.27,-02 14 25.5,sfrii
M0365,J150920.64-015437.3,15 09 20.64,-01 54 37.3,sfrii
M0366,J151247.17-014423.4,15 12 47.17,-01 44 23.4,sfrii
M0367,J074324.07+233626.0,07 43 24.07,+23 36 26.0,sfrii
M0373,J091923.45+403902.9,09 19 23.45,+40 39 02.9,sfrii
M0382,J103856.38+575247.6,10 38 56.38,+57 52 47.6,sfrii
M0385,J120228.12+584133.3,12 02 28.12,+58 41 33.3,sfrii
M0387,J130751.42+603032.5,13 07 51.42,+60 30 32.5,sfrii
M0391,J133250.67+573941.7,13 32 50.67,+57 39 41.7,sfrii
M0394,J104502.74+471759.2,10 45 02.74,+47 17 59.2,sfrii
M0395,J105253.10+482636.4,10 52 53.10,+48 26 36.4,sfrii
M0399,J120428.44+501019.0,12 04 28.44,+50 10 19.0,sfrii
M0400,J120721.12+510115.5,12 07 21.12,+51 01 15.5,sfrii
M0401,J121151.08+484911.2,12 11 51.08,+48 49 11.2,sfrii
M0407,J165832.12+332442.0,16 58 32.12,+33 24 42.0,sfrii
M0408,J212022.81-002108.1,21 20 22.81,-00 21 08.1,sfrii
M0410,J212434.97-003205.2,21 24 34.97,-00 32 05.2,sfrii
M0413,J092745.32+045614.8,09 27 45.32,+04 56 14.8,sfrii
M0414,J093828.32+054215.0,09 38 28.32,+05 42 15.0,sfrii
M0415,J094357.92+060044.0,09 43 57.92,+06 00 44.0,sfrii
M0416,J100140.60+064906.2,10 01 40.60,+06 49 06.2,sfrii
M0417,J101404.41+061436.4,10 14 04.41,+06 14 36.4,sfrii
M0418,J101316.51+064519.3,10 13 16.51,+06 45 19.3,sfrii
M0419,J102802.82+063631.7,10 28 02.82,+06 36 31.7,sfrii
M0420,J104430.29+054442.6,10 44 30.29,+05 44 42.6,sfrii
M0421,J105439.56+060630.7,10 54 39.56,+06 06 30.7,sfrii
M0423,J105505.34+055453.6,10 55 05.34,+05 54 53.6,sfrii
M0424,J111053.03+071402.0,11 10 53.03,+07 14 02.0,sfrii
M0432,J111253.54+534949.0,11 12 53.54,+53 49 49.0,sfrii
M0439,J115011.28+534320.7,11 50 11.28,+53 43 20.7,sfrii
M0441,J134134.85+534443.7,13 41 34.85,+53 44 43.7,sfrii
M0445,J142644.06+493237.5,14 26 44.06,+49 32 37.5,sfrii
M0448,J145604.89+472712.4,14 56 04.89,+47 27 12.4,sfrii
M0449,J152049.08+460131.5,15 20 49.08,+46 01 31.5,sfrii
M0452,J160523.44+383003.1,16 05 23.44,+38 30 03.1,sfrii
M0457,J145000.19+540504.1,14 50 00.19,+54 05 04.1,sfrii
M0461,J153218.95+493756.2,15 32 18.95,+49 37 56.2,sfrii
M0464,J165127.36+330832.6,16 51 27.36,+33 08 32.6,sfrii
M0467,J214221.61-064353.2,21 42 21.61,-06 43 53.2,sfrii
M0473,J084102.59+044730.9,08 41 02.59,+04 47 30.9,sfrii
M0474,J083841.41+044409.0,08 38 41.41,+04 44 09.0,sfrii
M0475,J090259.21+061944.7,09 02 59.21,+06 19 44.7,sfrii
M0476,J091144.33+061009.6,09 11 44.33,+06 10 09.6,sfrii
M0479,J083231.20+351713.5,08 32 31.20,+35 17 13.5,sfrii
M0481,J090945.90+415721.1,09 09 45.90,+41 57 21.1,sfrii
M0483,J091445.54+413714.4,09 14 45.54,+41 37 14.4,sfrii
M0489,J081343.59+265511.5,08 13 43.59,+26 55 11.5,sfrii
M0491,J085902.78+342757.5,08 59 02.78,+34 27 57.5,sfrii
M0493,J091153.61+372413.4,09 11 53.61,+37 24 13.4,sfrii
M0495,J094124.02+394441.9,09 41 24.02,+39 44 41.9,sfrii
M0501,J122718.32+085036.8,12 27 18.32,+08 50 36.8,sfrii
M0502,J094814.68+074252.0,09 48 14.68,+07 42 52.0,sfrii
M0511,J103128.24+084324.1,10 31 28.24,+08 43 24.1,sfrii
M0513,J103600.87+100727.9,10 36 00.87,+10 07 27.9,sfrii
M0514,J074654.59+193413.7,07 46 54.59,+19 34 13.7,sfrii
M0518,J084002.37+294902.6,08 40 02.37,+29 49 02.6,sfrii
M0527,J132815.89+481806.7,13 28 15.89,+48 18 06.7,sfrii
M0530,J133534.46+480739.3,13 35 34.46,+48 07 39.3,sfrii
M0531,J134206.99+472553.0,13 42 06.99,+47 25 53.0,sfrii
M0533,J143741.17+452334.2,14 37 41.17,+45 23 34.2,sfrii
M0534,J144832.34+442256.3,14 48 32.34,+44 22 56.3,sfrii
M0537,J145940.05+411758.4,14 59 40.05,+41 17 58.4,sfrii
M0543,J094702.73+094340.2,09 47 02.73,+09 43 40.2,sfrii
M0550,J120924.18+562004.8,12 09 24.18,+56 20 04.8,sfrii
M0561,J152449.54+483629.6,15 24 49.54,+48 36 29.6,sfrii
M0563,J155700.18+413111.1,15 57 00.18,+41 31 11.1,sfrii
M0564,J161423.92+382403.3,16 14 23.92,+38 24 03.3,sfrii
M0568,J141418.80+405225.5,14 14 18.80,+40 52 25.5,sfrii
M0569,J141225.31+415218.9,14 12 25.31,+41 52 18.9,sfrii
M0570,J141845.90+403207.0,14 18 45.90,+40 32 07.0,sfrii
M0571,J143718.86+404258.9,14 37 18.86,+40 42 58.9,sfrii
M0576,J150914.64+353538.4,15 09 14.64,+35 35 38.4,sfrii
M0578,J101558.25+404647.3,10 15 58.25,+40 46 47.3,sfrii
M0585,J113849.44+450017.4,11 38 49.44,+45 00 17.4,sfrii
M0588,J115420.72+452329.5,11 54 20.72,+45 23 29.5,sfrii
M0591,J120747.02+451401.2,12 07 47.02,+45 14 01.2,sfrii
M0593,J131705.94+435713.2,13 17 05.94,+43 57 13.2,sfrii
M0600,J150031.48+362849.8,15 00 31.48,+36 28 49.8,sfrii
M0606,J160144.57+271809.5,16 01 44.57,+27 18 09.5,sfrii
M0610,J144407.26+414750.4,14 44 07.26,+41 47 50.4,sfrii
M0611,J143456.58+410915.4,14 34 56.58,+41 09 15.4,sfrii
M0618,J161140.25+310301.2,16 11 40.25,+31 03 01.2,sfrii
M0628,J101954.48+393022.9,10 19 54.48,+39 30 22.9,sfrii
M0632,J105052.48+400050.8,10 50 52.48,+40 00 50.8,sfrii
